Restaurant_ID,Location,Cuisine,Cost_for_Two,Rating,Votes,Review_Keywords
REST-1842,Koramangala,Healthy/Salad,555,3.9,42,Average Experience
REST-1843,Indiranagar,Biryani,611,3.5,3,Average Experience
REST-1844,Electronic City,Healthy/Salad,200,3.4,63,Bad Service
REST-1845,Indiranagar,Biryani,919,4.1,1084,Crowded
REST-1846,HSR Layout,South Indian,642,3.9,103,Average Experience
REST-1847,Whitefield,Continental,441,3.0,39,"Bad Service, Slow Delivery"
REST-1848,HSR Layout,North Indian,485,4.2,1365,"Crowded, Oily"
REST-1849,Whitefield,North Indian,485,3.4,232,"Bad Service, Slow Delivery"
REST-1850,Indiranagar,Chinese,879,4.2,1163,Crowded
REST-1851,Jayanagar,Continental,527,3.4,115,Bad Service
REST-1852,HSR Layout,North Indian,580,3.5,18,Oily
REST-1853,HSR Layout,Biryani,624,3.3,60,Bad Service
REST-1854,Electronic City,North Indian,300,3.7,68,Average Experience
REST-1855,Whitefield,Biryani,208,3.4,98,"Bad Service, Slow Delivery"
REST-1856,Indiranagar,Continental,631,4.1,392,Average Experience
REST-1857,HSR Layout,North Indian,200,4.0,138,Oily
REST-1858,Whitefield,Biryani,416,3.8,78,Slow Delivery
REST-1859,Koramangala,Continental,888,4.2,510,Crowded
REST-1860,Koramangala,Healthy/Salad,825,4.3,225,Average Experience
REST-1861,HSR Layout,Continental,398,3.5,137,Searching for Healthy
REST-1862,Jayanagar,Healthy/Salad,316,4.2,1574,Crowded
REST-1863,Jayanagar,South Indian,433,4.3,298,Average Experience
REST-1864,Koramangala,Chinese,786,3.4,25,Bad Service
REST-1865,Koramangala,Healthy/Salad,693,3.9,651,Crowded
REST-1866,Jayanagar,North Indian,897,3.1,102,Bad Service
REST-1867,HSR Layout,North Indian,477,3.3,13,"Bad Service, Oily"
REST-1868,Electronic City,Continental,274,4.1,1065,Crowded
REST-1869,Koramangala,Healthy/Salad,390,4.2,1031,Crowded
REST-1870,Electronic City,Continental,457,3.0,2,Bad Service
REST-1871,Koramangala,Continental,806,3.6,91,Average Experience
REST-1872,Indiranagar,North Indian,1102,3.4,0,Bad Service
REST-1873,Electronic City,Biryani,504,3.4,139,Bad Service
REST-1874,Indiranagar,Continental,823,3.4,66,Bad Service
REST-1875,HSR Layout,Biryani,390,4.0,69,Average Experience
REST-1876,Electronic City,North Indian,211,4.4,436,Average Experience
REST-1877,Electronic City,Continental,246,4.3,121,Average Experience
REST-1878,Koramangala,South Indian,1155,4.7,27,Average Experience
REST-1879,Koramangala,Biryani,959,4.7,612,Crowded
REST-1880,Indiranagar,Chinese,463,4.3,89,Average Experience
REST-1881,Indiranagar,Continental,757,4.5,7615,Crowded
REST-1882,HSR Layout,Healthy/Salad,738,4.0,52,Average Experience
REST-1883,Indiranagar,Chinese,1149,4.0,128,Average Experience
REST-1884,Indiranagar,Biryani,767,3.5,76,Average Experience
REST-1885,Whitefield,Healthy/Salad,610,4.9,425,Slow Delivery
REST-1886,Jayanagar,Continental,579,4.5,1234,Crowded
REST-1887,Indiranagar,Biryani,605,3.2,129,Bad Service
REST-1888,Electronic City,Chinese,533,4.1,269,Average Experience
REST-1889,Electronic City,Continental,695,4.0,36,Average Experience
REST-1890,Jayanagar,South Indian,729,4.0,69,Average Experience
REST-1891,Koramangala,Biryani,668,4.5,1454,Crowded
REST-1892,Jayanagar,Chinese,459,4.6,1211,Crowded
REST-1893,HSR Layout,North Indian,623,3.4,153,"Bad Service, Oily, Searching for Healthy"
REST-1894,HSR Layout,Chinese,582,3.9,40,Average Experience
REST-1895,Whitefield,Healthy/Salad,713,4.3,2744,"Crowded, Slow Delivery"
REST-1896,Indiranagar,North Indian,444,4.8,334,Average Experience
REST-1897,Whitefield,North Indian,579,3.2,1,"Bad Service, Slow Delivery"
REST-1898,Koramangala,Healthy/Salad,795,4.9,974,Crowded
REST-1899,Whitefield,Biryani,797,3.7,61,Slow Delivery
REST-1900,Whitefield,South Indian,216,3.8,42,Slow Delivery
REST-1901,Koramangala,South Indian,830,4.5,1028,Crowded
REST-1902,Koramangala,South Indian,722,3.9,142,Average Experience
REST-1903,Whitefield,Continental,622,4.4,823,"Crowded, Slow Delivery"
REST-1904,Whitefield,North Indian,271,4.6,975,"Crowded, Slow Delivery"
REST-1905,Jayanagar,Continental,584,4.4,1008,Crowded
REST-1906,Indiranagar,North Indian,560,3.2,68,Bad Service
REST-1907,Koramangala,Biryani,385,4.3,86,Average Experience
REST-1908,Jayanagar,North Indian,277,3.8,15,Average Experience
REST-1909,Jayanagar,North Indian,254,3.5,219,Average Experience
REST-1910,Whitefield,Healthy/Salad,200,3.9,116,Slow Delivery
REST-1911,Indiranagar,Biryani,676,4.6,133,Average Experience
REST-1912,Jayanagar,Biryani,229,4.1,48,Average Experience
REST-1913,Whitefield,Chinese,200,3.7,28,Slow Delivery
REST-1914,HSR Layout,Healthy/Salad,556,4.2,390,Average Experience
REST-1915,Jayanagar,North Indian,686,3.9,157,Average Experience
REST-1916,Electronic City,South Indian,402,4.0,84,Average Experience
REST-1917,Electronic City,South Indian,646,3.0,48,Bad Service
REST-1918,Indiranagar,North Indian,1188,4.5,858,Crowded
REST-1919,Indiranagar,Biryani,1122,3.9,140,Average Experience
REST-1920,Indiranagar,Biryani,692,4.4,3101,Crowded
REST-1921,Koramangala,Healthy/Salad,675,4.5,1301,Crowded
REST-1922,HSR Layout,South Indian,613,3.6,143,Searching for Healthy
REST-1923,Whitefield,Healthy/Salad,237,3.7,292,Slow Delivery
REST-1924,Indiranagar,Continental,1174,3.1,47,Bad Service
REST-1925,Koramangala,Biryani,999,4.6,705,Crowded
REST-1926,Electronic City,Chinese,403,3.1,27,Bad Service
REST-1927,Electronic City,Continental,723,4.3,427,Average Experience
REST-1928,Koramangala,North Indian,727,3.5,73,Average Experience
REST-1929,Electronic City,North Indian,577,4.2,794,Crowded
REST-1930,Whitefield,South Indian,200,3.6,69,Slow Delivery
REST-1931,Indiranagar,Chinese,569,4.4,1404,Crowded
REST-1932,Koramangala,Chinese,792,4.5,1775,Crowded
REST-1933,Whitefield,Healthy/Salad,532,3.6,113,Slow Delivery
REST-1934,Indiranagar,Healthy/Salad,1129,3.6,50,Average Experience
REST-1935,Koramangala,Continental,618,4.3,1409,Crowded
REST-1936,Whitefield,Biryani,553,3.4,8,"Bad Service, Slow Delivery"
REST-1937,HSR Layout,South Indian,792,3.6,316,Average Experience
REST-1938,Indiranagar,Chinese,907,3.6,33,Average Experience
REST-1939,Electronic City,Continental,402,3.9,158,Average Experience
REST-1940,Whitefield,North Indian,200,2.6,166,"Bad Service, Slow Delivery"
REST-1941,Indiranagar,Continental,768,3.5,181,Average Experience
REST-1942,Indiranagar,Continental,877,4.4,925,Crowded
REST-1943,HSR Layout,South Indian,200,3.9,279,Average Experience
REST-1944,Electronic City,Healthy/Salad,200,4.0,34,Average Experience
REST-1945,Koramangala,Healthy/Salad,693,3.7,2,Average Experience
REST-1946,Indiranagar,North Indian,586,4.3,929,Crowded
REST-1947,Whitefield,North Indian,209,4.8,659,"Crowded, Slow Delivery"
REST-1948,Whitefield,North Indian,200,3.0,7,"Bad Service, Slow Delivery"
REST-1949,Koramangala,Chinese,739,3.7,47,Average Experience
REST-1950,Koramangala,Biryani,627,3.1,24,Bad Service
REST-1951,Electronic City,North Indian,322,3.8,47,Average Experience
REST-1952,Electronic City,Chinese,537,3.7,1,Average Experience
REST-1953,Jayanagar,South Indian,426,4.5,1516,Crowded
REST-1954,Whitefield,Healthy/Salad,315,4.3,677,"Crowded, Slow Delivery"
REST-1955,Whitefield,North Indian,310,4.1,689,"Crowded, Slow Delivery"
REST-1956,Indiranagar,Biryani,602,2.6,66,Bad Service
REST-1957,Koramangala,Continental,765,3.2,22,Bad Service
REST-1958,Jayanagar,South Indian,536,3.6,234,Average Experience
REST-1959,HSR Layout,Healthy/Salad,617,4.6,139,Average Experience
REST-1960,Koramangala,Chinese,1004,4.2,927,Crowded
REST-1961,Koramangala,Continental,654,3.5,7,Average Experience
REST-1962,Koramangala,Biryani,643,3.6,211,Average Experience
REST-1963,Koramangala,Continental,706,3.7,437,Average Experience
REST-1964,HSR Layout,North Indian,398,3.6,81,Oily
REST-1965,Koramangala,South Indian,759,3.4,228,Bad Service
REST-1966,Whitefield,North Indian,498,3.3,581,"Crowded, Bad Service, Slow Delivery"
REST-1967,Indiranagar,Continental,797,3.8,37,Average Experience
REST-1968,Jayanagar,Biryani,200,4.3,4935,Crowded
REST-1969,Jayanagar,Healthy/Salad,200,3.0,227,Bad Service
REST-1970,Indiranagar,Biryani,1074,3.6,47,Average Experience
REST-1971,HSR Layout,Biryani,200,4.0,151,Searching for Healthy
REST-1972,Electronic City,North Indian,704,3.7,52,Average Experience
REST-1973,Jayanagar,Biryani,269,3.4,44,Bad Service
REST-1974,Indiranagar,Biryani,1101,3.7,128,Average Experience
REST-1975,Indiranagar,Continental,686,3.3,33,Bad Service
REST-1976,Koramangala,North Indian,822,4.3,2754,Crowded
REST-1977,Koramangala,Continental,869,3.6,81,Average Experience
REST-1978,Whitefield,Biryani,662,3.4,88,"Bad Service, Slow Delivery"
REST-1979,HSR Layout,Biryani,629,3.3,30,Bad Service
REST-1980,Whitefield,Healthy/Salad,572,3.8,14,Slow Delivery
REST-1981,Koramangala,Continental,864,3.6,28,Average Experience
REST-1982,Whitefield,Biryani,200,3.4,343,"Bad Service, Slow Delivery"
REST-1983,Whitefield,Biryani,292,3.5,117,Slow Delivery
REST-1984,Whitefield,Continental,200,4.0,4,Slow Delivery
REST-1985,Indiranagar,South Indian,762,4.1,447,Average Experience
REST-1986,Whitefield,Biryani,200,3.3,26,"Bad Service, Slow Delivery"
REST-1987,Whitefield,North Indian,262,3.5,8,Slow Delivery
REST-1988,Electronic City,South Indian,661,4.9,58,Average Experience
REST-1989,Whitefield,South Indian,1063,3.5,79,Slow Delivery
REST-1990,Koramangala,South Indian,659,4.7,652,Crowded
REST-1991,Koramangala,Chinese,861,4.2,962,Crowded
REST-1992,Jayanagar,South Indian,313,3.5,62,Average Experience
REST-1993,Koramangala,Continental,838,3.8,49,Average Experience
REST-1994,Koramangala,Chinese,595,4.9,494,Average Experience
REST-1995,Electronic City,North Indian,366,3.7,32,Average Experience
REST-1996,Indiranagar,Continental,1222,4.9,2136,Crowded
REST-1997,Koramangala,North Indian,728,4.4,119,Average Experience
REST-1998,Electronic City,Biryani,200,4.1,861,Crowded
REST-1999,Koramangala,Biryani,774,3.9,51,Average Experience
REST-2000,Jayanagar,North Indian,200,3.9,28,Average Experience
REST-2001,Whitefield,Healthy/Salad,283,3.7,70,Slow Delivery
REST-2002,HSR Layout,Chinese,380,3.9,101,Average Experience
REST-2003,Indiranagar,Chinese,766,3.7,25,Average Experience
REST-2004,Koramangala,Biryani,932,3.4,14,Bad Service
REST-2005,Koramangala,Chinese,694,4.2,315,Average Experience
REST-2006,Indiranagar,South Indian,356,3.5,140,Average Experience
REST-2007,HSR Layout,Chinese,429,3.7,25,Average Experience
REST-2008,Koramangala,South Indian,798,4.0,59,Average Experience
REST-2009,Whitefield,Continental,438,4.4,530,"Crowded, Slow Delivery"
REST-2010,HSR Layout,Biryani,300,4.3,4024,Crowded
REST-2011,Electronic City,Healthy/Salad,433,4.7,742,Crowded
REST-2012,Electronic City,Continental,393,3.7,11,Average Experience
REST-2013,HSR Layout,Chinese,479,3.3,107,Bad Service
REST-2014,Indiranagar,Continental,915,4.0,95,Average Experience
REST-2015,Indiranagar,North Indian,945,3.9,73,Average Experience
REST-2016,HSR Layout,North Indian,440,3.6,12,Oily
REST-2017,Whitefield,Continental,345,3.6,71,Slow Delivery
REST-2018,Indiranagar,Chinese,1051,3.8,76,Average Experience
REST-2019,Koramangala,Biryani,888,4.8,704,Crowded
REST-2020,Indiranagar,Biryani,1017,3.4,232,Bad Service
REST-2021,Indiranagar,Chinese,846,3.3,9,Bad Service
REST-2022,Electronic City,Continental,554,3.2,119,Bad Service
REST-2023,Indiranagar,Healthy/Salad,1270,4.1,1784,Crowded
REST-2024,Whitefield,South Indian,1051,3.8,37,Slow Delivery
REST-2025,Whitefield,South Indian,834,3.6,8,Slow Delivery
REST-2026,Koramangala,South Indian,788,3.5,285,Average Experience
REST-2027,HSR Layout,North Indian,315,2.9,9,"Bad Service, Oily"
REST-2028,Koramangala,Healthy/Salad,662,3.8,25,Average Experience
REST-2029,Indiranagar,South Indian,1244,4.1,84,Average Experience
REST-2030,HSR Layout,North Indian,320,3.3,17,"Bad Service, Oily"
REST-2031,Electronic City,Continental,770,4.3,159,Average Experience
REST-2032,Koramangala,North Indian,971,3.8,41,Average Experience
REST-2033,Jayanagar,North Indian,200,3.2,8,Bad Service
REST-2034,Indiranagar,Biryani,1124,3.5,229,Average Experience
REST-2035,Indiranagar,Chinese,542,4.0,53,Average Experience
REST-2036,Koramangala,Biryani,852,2.9,19,Bad Service
REST-2037,Whitefield,Chinese,245,3.3,181,"Bad Service, Slow Delivery"
REST-2038,Electronic City,Chinese,427,4.9,473,Average Experience
REST-2039,Koramangala,Biryani,723,3.9,103,Average Experience
REST-2040,Koramangala,Chinese,831,3.6,41,Average Experience
REST-2041,Electronic City,North Indian,440,3.7,274,Average Experience
REST-2042,Koramangala,Chinese,962,3.9,274,Average Experience
REST-2043,Koramangala,Chinese,701,4.0,90,Average Experience
REST-2044,Koramangala,Chinese,1017,4.2,6319,Crowded
REST-2045,Koramangala,Healthy/Salad,1302,4.0,98,Average Experience
REST-2046,Whitefield,Biryani,435,4.7,522,"Crowded, Slow Delivery"
REST-2047,Whitefield,Continental,493,3.8,17,Slow Delivery
REST-2048,Electronic City,North Indian,461,4.7,39,Average Experience
REST-2049,Jayanagar,North Indian,490,4.3,168,Average Experience
REST-2050,Jayanagar,Continental,425,3.9,1,Average Experience
REST-2051,Koramangala,Chinese,794,3.9,201,Average Experience
REST-2052,Indiranagar,Healthy/Salad,468,3.7,9,Average Experience
REST-2053,Koramangala,Continental,1038,3.7,164,Average Experience
REST-2054,Jayanagar,Biryani,767,4.3,1713,Crowded
REST-2055,Whitefield,Healthy/Salad,200,2.7,3,"Bad Service, Slow Delivery"
REST-2056,Electronic City,Healthy/Salad,379,3.6,96,Average Experience
REST-2057,Indiranagar,South Indian,993,3.9,62,Average Experience
REST-2058,Indiranagar,Chinese,895,3.4,85,Bad Service
REST-2059,Koramangala,North Indian,853,3.8,103,Average Experience
REST-2060,Koramangala,Continental,1075,3.8,11,Average Experience
REST-2061,Koramangala,Chinese,864,3.8,336,Average Experience
REST-2062,Koramangala,Continental,1130,3.8,83,Average Experience
REST-2063,Koramangala,Chinese,656,4.0,286,Average Experience
REST-2064,Indiranagar,North Indian,1009,3.7,6,Average Experience
REST-2065,Koramangala,Continental,953,3.7,25,Average Experience
REST-2066,Indiranagar,South Indian,791,3.2,77,Bad Service
REST-2067,Jayanagar,Continental,461,3.5,26,Average Experience
REST-2068,Jayanagar,North Indian,490,4.3,690,Crowded
REST-2069,Electronic City,Continental,200,3.4,7,Bad Service
REST-2070,Jayanagar,North Indian,686,4.1,1777,Crowded
REST-2071,Jayanagar,Healthy/Salad,712,4.1,26,Average Experience
REST-2072,HSR Layout,Chinese,402,3.9,83,Average Experience
REST-2073,Jayanagar,Healthy/Salad,494,3.8,270,Average Experience
REST-2074,Koramangala,Chinese,560,3.1,375,Bad Service
REST-2075,Koramangala,Chinese,948,4.9,693,Crowded
REST-2076,Indiranagar,Chinese,661,4.0,66,Average Experience
REST-2077,Koramangala,Healthy/Salad,616,4.1,3030,Crowded
REST-2078,Electronic City,North Indian,490,3.7,9,Average Experience
REST-2079,HSR Layout,Continental,200,3.7,20,Average Experience
REST-2080,Koramangala,North Indian,887,3.2,58,Bad Service
REST-2081,Whitefield,Biryani,295,3.2,59,"Bad Service, Slow Delivery"
REST-2082,Koramangala,Biryani,766,3.6,50,Average Experience
REST-2083,Electronic City,South Indian,377,3.8,1,Average Experience
REST-2084,Jayanagar,North Indian,200,4.0,79,Average Experience
REST-2085,Jayanagar,Healthy/Salad,460,3.6,1,Average Experience
REST-2086,Koramangala,South Indian,762,3.6,1,Average Experience
REST-2087,Indiranagar,Chinese,1153,4.0,13,Average Experience
REST-2088,Jayanagar,Chinese,417,3.9,48,Average Experience
REST-2089,Indiranagar,Healthy/Salad,441,4.1,14,Average Experience
REST-2090,Koramangala,North Indian,681,3.1,225,Bad Service
REST-2091,Whitefield,Healthy/Salad,351,3.6,76,Slow Delivery
REST-2092,HSR Layout,North Indian,200,3.5,85,Oily
REST-2093,HSR Layout,North Indian,303,4.3,277,Oily
REST-2094,HSR Layout,North Indian,361,3.2,13,"Bad Service, Oily, Searching for Healthy"
REST-2095,Whitefield,Continental,244,3.8,73,Slow Delivery
REST-2096,Electronic City,South Indian,615,4.0,0,Average Experience
REST-2097,Koramangala,South Indian,925,3.5,414,Average Experience
REST-2098,Indiranagar,Healthy/Salad,566,2.4,90,Bad Service
REST-2099,Koramangala,North Indian,1112,2.8,147,Bad Service
REST-2100,Indiranagar,North Indian,749,4.7,597,Crowded
REST-2101,Jayanagar,North Indian,546,4.1,999,Crowded
REST-2102,HSR Layout,Chinese,415,3.4,48,"Bad Service, Searching for Healthy"
REST-2103,HSR Layout,Biryani,464,3.4,12,Bad Service
REST-2104,Whitefield,North Indian,371,3.3,61,"Bad Service, Slow Delivery"
REST-2105,Koramangala,Healthy/Salad,728,4.6,311,Average Experience
REST-2106,Koramangala,Continental,837,3.3,56,Bad Service
REST-2107,Indiranagar,Chinese,817,4.3,2558,Crowded
REST-2108,Koramangala,Chinese,629,4.1,873,Crowded
REST-2109,HSR Layout,Healthy/Salad,529,3.4,32,Bad Service
REST-2110,Indiranagar,South Indian,757,3.0,111,Bad Service
REST-2111,Koramangala,North Indian,795,3.5,172,Average Experience
REST-2112,Whitefield,Continental,609,4.9,1805,"Crowded, Slow Delivery"
REST-2113,Koramangala,Healthy/Salad,1184,4.4,326,Average Experience
REST-2114,Whitefield,North Indian,200,3.7,15,Slow Delivery
REST-2115,Koramangala,Healthy/Salad,874,2.9,68,Bad Service
REST-2116,Whitefield,Healthy/Salad,221,3.4,65,"Bad Service, Slow Delivery"
REST-2117,Whitefield,South Indian,674,2.9,225,"Bad Service, Slow Delivery"
REST-2118,Whitefield,Chinese,636,3.0,31,"Bad Service, Slow Delivery"
REST-2119,HSR Layout,North Indian,338,3.9,50,Oily
REST-2120,Koramangala,South Indian,504,3.3,25,Bad Service
REST-2121,Indiranagar,Continental,643,3.4,244,Bad Service
REST-2122,Indiranagar,Healthy/Salad,698,4.4,427,Average Experience
REST-2123,Koramangala,South Indian,695,3.2,155,Bad Service
REST-2124,Electronic City,South Indian,200,3.1,106,Bad Service
REST-2125,Koramangala,Continental,925,3.6,21,Average Experience
REST-2126,HSR Layout,Chinese,531,3.6,10,Average Experience
REST-2127,Whitefield,North Indian,430,3.8,203,Slow Delivery
REST-2128,Jayanagar,Chinese,200,4.1,128,Average Experience
REST-2129,Whitefield,North Indian,659,3.9,37,Slow Delivery
REST-2130,HSR Layout,North Indian,260,2.8,39,"Bad Service, Oily"
REST-2131,HSR Layout,North Indian,564,3.8,57,Oily
REST-2132,Whitefield,Chinese,200,2.5,392,"Bad Service, Slow Delivery"
REST-2133,Koramangala,Healthy/Salad,1255,3.3,79,Bad Service
REST-2134,Electronic City,Chinese,791,2.3,7,Bad Service
REST-2135,Indiranagar,Healthy/Salad,925,3.6,15,Average Experience
REST-2136,Indiranagar,Continental,751,4.0,84,Average Experience
REST-2137,Jayanagar,Continental,350,4.4,330,Average Experience
REST-2138,Jayanagar,Chinese,200,3.5,89,Average Experience
REST-2139,Koramangala,North Indian,1025,3.4,237,Bad Service
REST-2140,Koramangala,North Indian,694,3.6,170,Average Experience
REST-2141,Indiranagar,Biryani,467,4.2,2071,Crowded
REST-2142,Whitefield,Continental,397,4.6,174,Slow Delivery
REST-2143,Electronic City,Healthy/Salad,385,3.5,313,Average Experience
REST-2144,Whitefield,North Indian,200,3.8,11,Slow Delivery
REST-2145,Koramangala,North Indian,901,4.1,27,Average Experience
REST-2146,Koramangala,North Indian,1057,3.2,6,Bad Service
REST-2147,Koramangala,Biryani,934,4.3,1086,Crowded
REST-2148,Whitefield,Biryani,434,4.5,787,"Crowded, Slow Delivery"
REST-2149,Koramangala,Biryani,1069,4.5,12,Average Experience
REST-2150,Whitefield,North Indian,587,4.5,184,Slow Delivery
REST-2151,HSR Layout,Chinese,596,3.3,54,"Bad Service, Searching for Healthy"
REST-2152,HSR Layout,Biryani,758,4.1,373,Average Experience
REST-2153,HSR Layout,Chinese,200,3.7,188,Average Experience
REST-2154,Indiranagar,Continental,924,4.5,13,Average Experience
REST-2155,Koramangala,North Indian,387,3.1,72,Bad Service
REST-2156,Koramangala,Chinese,657,3.8,31,Average Experience
REST-2157,Indiranagar,North Indian,866,3.9,171,Average Experience
REST-2158,Indiranagar,Biryani,828,4.3,228,Average Experience
REST-2159,Indiranagar,Biryani,954,4.0,101,Average Experience
REST-2160,Koramangala,Continental,614,3.6,20,Average Experience
REST-2161,Koramangala,South Indian,610,3.2,89,Bad Service
REST-2162,HSR Layout,Chinese,357,3.0,40,Bad Service
REST-2163,Indiranagar,Chinese,970,3.6,5,Average Experience
REST-2164,Whitefield,Chinese,412,4.5,2690,"Crowded, Slow Delivery"
REST-2165,Indiranagar,Healthy/Salad,665,3.7,239,Average Experience
REST-2166,Koramangala,Biryani,1060,4.2,1113,Crowded
REST-2167,Jayanagar,Continental,200,3.6,84,Average Experience
REST-2168,Koramangala,Continental,866,4.6,676,Crowded
REST-2169,Koramangala,South Indian,1074,4.4,404,Average Experience
REST-2170,Jayanagar,Biryani,583,3.7,440,Average Experience
REST-2171,Koramangala,South Indian,587,4.0,34,Average Experience
REST-2172,Koramangala,Continental,964,3.9,62,Average Experience
REST-2173,Koramangala,Continental,747,3.3,155,Bad Service
REST-2174,Koramangala,Chinese,903,4.7,275,Average Experience
REST-2175,HSR Layout,North Indian,200,4.1,360,Oily
REST-2176,Koramangala,South Indian,792,3.2,54,Bad Service
REST-2177,Whitefield,South Indian,266,4.2,540,"Crowded, Slow Delivery"
REST-2178,HSR Layout,North Indian,532,2.9,150,"Bad Service, Oily"
REST-2179,HSR Layout,Biryani,796,4.2,3870,Crowded
REST-2180,HSR Layout,North Indian,560,3.9,51,Oily
REST-2181,Koramangala,South Indian,1054,3.4,355,Bad Service
REST-2182,Koramangala,Biryani,735,3.7,77,Average Experience
REST-2183,Whitefield,Chinese,496,3.2,29,"Bad Service, Slow Delivery"
REST-2184,Electronic City,Chinese,423,3.9,132,Average Experience
REST-2185,Koramangala,Healthy/Salad,853,4.1,902,Crowded
REST-2186,Koramangala,South Indian,963,4.0,202,Average Experience
REST-2187,Whitefield,Chinese,332,4.4,1253,"Crowded, Slow Delivery"
REST-2188,Jayanagar,South Indian,528,3.0,56,Bad Service
REST-2189,Indiranagar,Continental,746,2.8,105,Bad Service
REST-2190,Indiranagar,North Indian,679,4.7,969,Crowded
REST-2191,Indiranagar,South Indian,838,4.1,178,Average Experience
REST-2192,Koramangala,South Indian,883,4.2,2373,Crowded
REST-2193,Koramangala,Healthy/Salad,873,4.3,68,Average Experience
REST-2194,Koramangala,Healthy/Salad,866,4.2,1295,Crowded
REST-2195,Koramangala,Healthy/Salad,407,4.6,1162,Crowded
REST-2196,Whitefield,North Indian,608,3.5,10,Slow Delivery
REST-2197,HSR Layout,South Indian,448,4.4,8,Average Experience
REST-2198,Indiranagar,North Indian,970,3.1,101,Bad Service
REST-2199,Whitefield,North Indian,200,4.4,325,Slow Delivery
REST-2200,Jayanagar,Biryani,521,4.0,32,Average Experience
REST-2201,Indiranagar,North Indian,931,3.8,98,Average Experience
REST-2202,Indiranagar,Healthy/Salad,1276,4.0,19,Average Experience
REST-2203,HSR Layout,Chinese,389,3.7,18,Average Experience
REST-2204,HSR Layout,South Indian,455,3.1,17,"Bad Service, Searching for Healthy"
REST-2205,Jayanagar,Healthy/Salad,240,3.0,43,Bad Service
REST-2206,Indiranagar,Healthy/Salad,665,3.0,44,Bad Service
REST-2207,Whitefield,Continental,200,3.6,112,Slow Delivery
REST-2208,Koramangala,Chinese,630,3.0,222,Bad Service
REST-2209,Koramangala,Chinese,1009,4.0,32,Average Experience
REST-2210,Indiranagar,Biryani,1033,3.9,48,Average Experience
REST-2211,Indiranagar,Chinese,593,4.6,420,Average Experience
REST-2212,Electronic City,Healthy/Salad,200,3.9,38,Average Experience
REST-2213,Whitefield,South Indian,389,3.7,72,Slow Delivery
REST-2214,HSR Layout,North Indian,200,3.8,50,Oily
REST-2215,Indiranagar,Chinese,605,4.3,202,Average Experience
REST-2216,Indiranagar,Chinese,1073,3.9,89,Average Experience
REST-2217,Whitefield,Healthy/Salad,355,3.8,73,Slow Delivery
REST-2218,HSR Layout,South Indian,212,3.1,332,"Bad Service, Searching for Healthy"
REST-2219,Indiranagar,Chinese,844,3.9,10,Average Experience
REST-2220,HSR Layout,Biryani,691,4.5,1038,"Crowded, Searching for Healthy"
REST-2221,Indiranagar,Healthy/Salad,778,3.6,147,Average Experience
REST-2222,Indiranagar,North Indian,676,4.8,318,Average Experience
REST-2223,Koramangala,Chinese,998,4.0,3,Average Experience
REST-2224,Koramangala,Biryani,383,4.0,74,Average Experience
REST-2225,Indiranagar,South Indian,677,3.4,172,Bad Service
REST-2226,Whitefield,Chinese,634,4.1,646,"Crowded, Slow Delivery"
REST-2227,Indiranagar,Chinese,935,4.9,927,Crowded
REST-2228,Koramangala,Healthy/Salad,1118,4.3,868,Crowded
REST-2229,Koramangala,Continental,1084,3.5,3,Average Experience
REST-2230,Koramangala,Healthy/Salad,732,4.0,189,Average Experience
REST-2231,Whitefield,Biryani,481,4.9,1937,"Crowded, Slow Delivery"
REST-2232,Indiranagar,Healthy/Salad,620,3.6,87,Average Experience
REST-2233,Jayanagar,South Indian,582,3.8,21,Average Experience
REST-2234,Indiranagar,Continental,895,3.4,350,Bad Service
REST-2235,Indiranagar,North Indian,870,3.6,162,Average Experience
REST-2236,Koramangala,North Indian,674,4.0,232,Average Experience
REST-2237,Koramangala,North Indian,913,4.1,104,Average Experience
REST-2238,Koramangala,Chinese,731,4.7,1715,Crowded
REST-2239,Whitefield,Healthy/Salad,810,4.5,1130,"Crowded, Slow Delivery"
REST-2240,Koramangala,North Indian,930,3.3,133,Bad Service
REST-2241,Indiranagar,Chinese,742,3.7,13,Average Experience
REST-2242,Jayanagar,Continental,466,3.5,62,Average Experience
REST-2243,Indiranagar,Chinese,925,3.5,11,Average Experience
REST-2244,Indiranagar,Chinese,758,3.2,98,Bad Service
REST-2245,Whitefield,Healthy/Salad,460,3.9,131,Slow Delivery
REST-2246,Koramangala,South Indian,777,4.2,318,Average Experience
REST-2247,Koramangala,Biryani,720,4.0,37,Average Experience
REST-2248,Koramangala,Continental,715,3.0,58,Bad Service
REST-2249,Whitefield,Biryani,481,3.9,20,Slow Delivery
REST-2250,Koramangala,South Indian,795,3.4,204,Bad Service
REST-2251,Jayanagar,Biryani,443,3.8,29,Average Experience
REST-2252,Electronic City,Biryani,621,3.2,212,Bad Service
REST-2253,Indiranagar,South Indian,1386,3.3,38,Bad Service
REST-2254,Koramangala,North Indian,1087,3.9,610,Crowded
REST-2255,Indiranagar,Healthy/Salad,366,3.7,248,Average Experience
REST-2256,Electronic City,Biryani,625,4.1,1727,Crowded
REST-2257,Electronic City,Healthy/Salad,516,4.3,696,Crowded
REST-2258,Whitefield,Healthy/Salad,495,4.8,1782,"Crowded, Slow Delivery"
REST-2259,Koramangala,Chinese,898,4.5,290,Average Experience
REST-2260,HSR Layout,North Indian,200,3.4,1,"Bad Service, Oily"
